ID,Drug Name,Targets,Z Score,Count
"1020","Lenalidomide","CRBN","-.0068350312952295761","171"
"1026","Tanespimycin","HSP90","-.0048938205874214935","171"
"2109","AZ6102","TNKS1, TNKS2",".020214829310170084","171"
"1873","Buparlisib","PI3Kalpha, PI3Kdelta, PI3Kbeta, PI3Kgamma",".032959822716256255","171"
"1061","SB590885","BRAF",".033669126663589004","171"
"1067","CCT007093","PPM1D",".035128511075579641","171"
"1052","RO-3306","CDK1",".047206828210202667","171"
"1029","Motesanib","VEGFR, RET, KIT, PDGFR",".048555577442099963","171"
"1560","Alpelisib","PI3Kalpha",".051908177055276131","171"
"1057","Dactolisib","PI3K (class 1), MTORC1, MTORC2",".053736438024524762","171"
"2173","PFI-1","BRD4",".066401813398126647","171"
"1053","MK-2206","AKT1, AKT2",".073609704081765065","171"
"2154","GSK-LSD1-2HCl ","LSD1",".080645574478623513","171"
"1786","AZD4547","FGFR1, FGFR2, FGFR3",".088752224375597433","171"
"1062","Selumetinib","MEK1, MEK2",".13555516083886729","171"
"1529","Pevonedistat","NAE",".14326767463748646","171"
"2498","alpha-lipoic acid","Metabolism",".15032019910375385","171"
"1006","Cytarabine","Antimetabolite",".15151646805006769","171"
"1005","Cisplatin","DNA crosslinker",".15658341870711037","171"
"2149","CT7033-2","KDM4A, KDM4C, KDM4E, KDM3A, KDM6B",".16597194302578186","171"
"1561","Taselisib","PI3K (beta sparing)",".19404796097719665","171"
"1003","Camptothecin","TOP1",".20093554228243021","171"
"1021","Axitinib","PDGFR, KIT, VEGFR",".21656282699679211","171"
"2359","GSK2830371","WIP1",".22624072782055379","171"
"1940","WIKI4","TNKS1, TNKS2",".23769446377795528","171"
"1007","Docetaxel","Microtubule stabiliser",".23962433884881065","171"
"1378","Bleomycin (50 uM)","dsDNA break induction",".24827755710658406","171"
"2159","UNC0379","SETD8",".25825938119210762","171"
"2000","N27922-53-1","",".26983758257752033","171"
"1011","Navitoclax","BCL2, BCL-XL, BCL-W",".28698428367244178","171"
"1017","Olaparib","PARP1, PARP2",".28749985210026596","171"
"1200","Fulvestrant","ESR",".29016133501896424","171"
"2156","5-azacytidine","DNA methyltransferases",".29686123056980857","171"
"2044","Pyridostatin","G-quadruplex stabiliser",".32286161823491427","171"
"1047","Nutlin-3a (-)","MDM2",".32532946990056355","171"
"1091","BMS-536924","IGF1R, IR",".34191569834128721","171"
"2039","AGK2","BAZ2A, BAZ2B",".34366612249752487","171"
"2010","HKMTI-1-005","",".34827110055284799","171"
"2362","THR-103","Mutant RAS",".36620504451270031","171"
"1023","GW441756","NTRK1",".37184069064763187","171"
"1512","Cyclophosphamide","Alkylating agent",".37541419573456924","171"
"2145","PBD-288","",".37949954453474061","171"
"1085","Sorafenib","PDGFR, KIT, VEGFR, RAF",".39344576013419763","171"
"1563","EPZ5676","DOT1L",".39946062846776109","171"
"1004","Vinblastine","Microtubule destabiliser",".40553714731313756","171"
"1068","Obatoclax Mesylate","BCL2, BCL-XL, BCL-W, MCL1",".40828681062134298","171"
"1908","Ulixertinib","ERK1, ERK2",".42916254904748158","171"
"1089","Oxaliplatin","DNA alkylating agent",".4321065040961507","171"
"1049","PD173074","FGFR1, FGFR2, FGFR3",".44151464611456531","171"
"1088","Irinotecan","TOP1",".44875736696071405","171"
"1093","GSK1904529A","IGF1R, IR",".47320708184420129","171"
"1927","GSK2578215A","LRRK2",".4857697807625011","171"
"2107","LJI308","RSK2, RSK1, RSK3",".50280868079512309","171"
"1511","Epirubicin","Anthracycline",".52408442613846695","171"
"1910","ABT737","BCL2, BCL-XL,  BCL-W, BCL-B, BFL1",".53025808130665153","171"
"2002","N30652-18-1","",".55693999533517791","171"
"1133","Serdemetan","MDM2",".57998195792189799","171"
"1018","Veliparib","PARP1, PARP2",".58718034630977856","171"
"2055","Mycophenolic acid","",".59412678984409439","171"
"1043","JNK Inhibitor VIII","JNK",".59639530589819045","171"
"1559","Luminespib","HSP90",".59747369989057586","171"
"2110","GSK591","PMRT5",".60437877605376378","171"
"1050","ZM447439","AURKA, AURKB",".60843531603974654","171"
"2361","THR-102","Mutant RAS",".61223077639152546","171"
"1510","Linsitinib","IGF1R",".63818046179963905","171"
"1013","Nilotinib","ABL",".66572901740608559","171"
"1237","EPZ004777","DOT1L",".66976441818366061","171"
"1239","YK-4-279","RNA helicase A",".67498816553664276","171"
"1862","MG-132","Proteasome, CAPN1",".679169623803486","171"
"1922","Cediranib","VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",".68111736278347357","171"
"2037","GSK343","EZH2",".70683026246923708","171"
"1632","Ribociclib","CDK4, CDK6",".7079463750496402","171"
"1175","Rucaparib","PARP1, PARP2",".71728979700918816","171"
"2048","Vinorelbine","Microtubule destabiliser",".73026171304487142","171"
"1025","SB216763","GSK3A, GSK3B",".73341043507914272","171"
"1016","Temsirolimus","MTOR",".74799357760120255","171"
"1051","Alisertib","AURKA",".75430405287900371","171"
"1931","MIRA-1","TP53",".75471378954899559","171"
"1083","Crizotinib","MET, ALK, ROS1",".7568686297253594","171"
"2438","ascorbate (vitamin C)","anti-oxidant proteins",".75757368073715592","171"
"1259","Talazoparib","PARP1, PARP2",".78725118495201774","171"
"1033","Vismodegib","SMO",".81375126892449579","171"
"1199","Tamoxifen","ESR1",".81425238063153793","171"
"1913","AGI-5198","IDH1 (R132H)",".82516765882068788","171"
"1054","Palbociclib","CDK4, CDK6",".82689876142531393","171"
"2043","BIBR-1532","TERT",".83598710036742518","171"
"1933","P22077","USP7, USP47",".84159177745367542","171"
"1925","GDC0810","ESR1, ESR2",".88765479394744728","171"
"1926","GNE-317","PI3Kalpha",".89237927933561767","171"
"1373","Dabrafenib","BRAF",".91352758237045406","171"
"1912","Afuresertib","AKT1, AKT2, AKT3",".958914475665261","171"
"2011","ICL-SIRT078","SIR2",".96450960831354837","171"
"2106","Uprosertib","AKT1, AKT2, AKT3",".9938242965941837","171"
"2040","Foretinib","MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",".99724396835891416","171"
"1036","PLX-4720","BRAF","1.0142819267588168","171"
"1932","NVP-ADW742","IGF1R","1.0186380290150305","171"
"1928","I-BRD9","BRD9","1.0245806897690373","171"
"1059","AZD8055","MTORC1, MTORC2","1.0278821656166623","171"
"2172","JQ1","BRD2, BRD3, BRD4, BRDT","1.034276250682832","171"
"2158","CPI-637","EP300","1.0585661397995709","171"
"1924","Ipatasertib","AKT1, AKT, AKT3","1.0734539302391903","171"
"1998","BPD-00008900","","1.0795490957801688","171"
"1084","Rapamycin","MTORC1","1.1454544289821369","171"
"1916","AZD5363","AKT1, AKT2, AKT3, ROCK2","1.1509905581435738","171"
"1507","Ruxolitinib","JAK1, JAK2","1.3331290399019218","171"
"1911","Dactinomycin","RNA polymerase","1.339859533025342","171"
"2170","AT13148","AKT1","1.3662094533588902","171"
"1999","N25720-51-A1","","1.36895129487558","171"
"1191","Bortezomib","Proteasome","1.5527832173491736","171"
"1086","BI-2536","PLK1, PLK2, PLK3","1.706946312455506","171"
"1866","BDP-00009066","MRCKB_HUMAN","1.7857932284002602","171"
"1012","Vorinostat","HDAC inhibitor Class I, IIa, IIb, IV","1.9312915525166743","171"
"1909","Venetoclax","BCL2","2.4801469572191928","171"
