ID,Drug Name,Targets,Z Score,Count
"1777","GSK2276186C","JAK1, JAK2, JAK3",".42770046268867218","281"
"1834","743380","",".42877554733763062","281"
"1615","CZC24832","PI3Kgamma",".42963919816702767","281"
"1578","Leflunomide","Pyrimidine synthesis inhibitor",".45221904347803571","281"
"1583","GSK-LSD1","KDM1",".45706941001012552","281"
"1054","Palbociclib","CDK4, CDK6",".46332303250140067","281"
"1563","EPZ5676","DOT1L",".47801221910233571","281"
"1047","Nutlin-3a (-)","MDM2",".48318261194219669","281"
"1912","Afuresertib","AKT1, AKT2, AKT3",".50213677396260425","281"
"1783","LMB_AB1","ADRA1A, ADRB1",".50780775110522114","281"
"2003","N29087-69-1","",".52330653976378072","281"
"1714","ERK_6604","ERK1,ERK2",".52341625170640615","281"
"2040","Foretinib","MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",".52608852173810616","281"
"2055","Mycophenolic acid","",".52723861885693257","281"
"1061","SB590885","BRAF",".54284212993948189","281"
"1838","Sinularin","",".54701489738329723","281"
"1021","Axitinib","PDGFR, KIT, VEGFR",".54932778883271849","281"
"1034","Staurosporine","Broad spectrum kinase inhibitor",".55412496409973266","281"
"1998","BPD-00008900","",".55651683139926367","281"
"1708","CDK9_5576","CDK9",".56136952220522973","281"
"1428","IAP_5620","IAP",".56512087751263362","281"
"2038","UNC0638","G9A, GLP",".56525770876253734","281"
"2173","PFI-1","BRD4",".56780065696051885","281"
"1784","LMB_AB2","GADD34",".58412916502593226","281"
"2000","N27922-53-1","",".5855530925326361","281"
"1810","Mitoxantrone","TOP2",".59346758752201456","281"
"1922","Cediranib","VEGFR, FLT1, FLT2, FLT3, FLT4, KIT, PDGFRB",".59601243733796361","281"
"1441","AZD2014","mTORC1, mTORC2",".59832379040015693","281"
"1049","PD173074","FGFR1, FGFR2, FGFR3",".60035288015760402","281"
"1083","Crizotinib","MET, ALK, ROS1",".60236527654495797","281"
"2039","AGK2","BAZ2A, BAZ2B",".60252903347685804","281"
"1200","Fulvestrant","ESR",".61795607358263394","281"
"1626","OTX015","BRD2, BRD3, BRD4",".62076121776588333","281"
"1814","Nelarabine","",".62101424744777489","281"
"1627","GSK343","EZH2",".62195312205355713","281"
"1849","Sabutoclax","BCL2,  BCL-XL,  BFL1, MCL1",".62670348012131738","281"
"1908","Ulixertinib","ERK1, ERK2",".62966902228326005","281"
"1576","IWP-2","PORCN",".63469362436341348","281"
"1512","Cyclophosphamide","Alkylating agent",".63642415103055772","281"
"1852","LY2109761","TGFB1",".63982949891692875","281"
"2362","THR-103","Mutant RAS",".64102487639697658","281"
"1011","Navitoclax","BCL2, BCL-XL, BCL-W",".64753820613007507","281"
"1046","Wee1 Inhibitor","WEE1, CHEK1",".64888106000426504","281"
"1811","Dactinomycin","RNA polymerase",".65583439906467123","281"
"1709","CDK9_5038","CDK9",".66507659685583476","281"
"1250","AZ960","JAK2, JAK3",".67480986082239391","281"
"1813","Fludarabine","Antimetabolite",".67825141604724137","281"
"1853","OF-1","BRPF1B, BRPF2",".67998341632457149","281"
"1050","ZM447439","AURKA, AURKB",".68501283088297538","281"
"2057","Remodelin","",".68559833299208106","281"
"2002","N30652-18-1","",".68646119209382261","281"
"1017","Olaparib","PARP1, PARP2",".68816744827629583","281"
"1825","Podophyllotoxin bromide","",".69796954303142933","281"
"2111","VE821","ATR",".70410262350995034","281"
"1716","IRAK4_4710","IRAK4",".70660344297607558","281"
"1620","PFI3","Polybromo 1, SMARCA4, SMARCA2",".71596196305350601","281"
"1913","AGI-5198","IDH1 (R132H)",".7209631315308046","281"
"2107","LJI308","RSK2, RSK1, RSK3",".72315349176170074","281"
"1553","Uprosertib","AKT1, AKT2, AKT3",".73375835553933655","281"
"1720","AZD5991","MCL1",".73993195018730717","281"
"2360","THR-101","Mutant RAS",".74076963944944707","281"
"1259","Talazoparib","PARP1, PARP2",".74164088521719651","281"
"1806","Oxaliplatin","DNA alkylating agent",".7435086253774309","281"
"1618","GSK2606414","PERK",".74731160696329291","281"
"1625","RVX-208","BRD4",".74813971653257594","281"
"1557","LCL161","XIAP, IAP1, IAP2",".75546444979609428","281"
"1827","Dihydrorotenone","",".75819428284279811","281"
"2045","AMG-319","PI3K (beta sparing)",".77113044869808489","281"
"1614","WZ4003","NUAK1, NUAK2",".7731494530986871","281"
"1507","Ruxolitinib","JAK1, JAK2",".77504325480578218","281"
"1635","Picolinici-acid","Inflammatory related",".77599075458475764","281"
"1808","Topotecan","TOP1",".77708160784629965","281"
"1634","AGI-6780","IDH2 R140Q mutant",".77734852782061192","281"
"1051","Alisertib","AURKA",".77842710593671882","281"
"1809","Teniposide","",".78431934517046387","281"
"1018","Veliparib","PARP1, PARP2",".79383413819677962","281"
"1177","Niraparib","PARP1, PARP2",".80464765299925844","281"
"1819","Docetaxel","Microtubule stabiliser",".80560319638674716","281"
"1401","AZD5438","CDK2",".81127551600033099","281"
"1069","EHT-1864","RAC1, RAC2, RAC3",".81377562317108254","281"
"1925","GDC0810","ESR1, ESR2",".81479181957879765","281"
"1732","TAF1_5496","TAF1",".81884859478023064","281"
"1375","Temozolomide","DNA alkylating agent",".81993196723598494","281"
"1821","765771","",".82273851605132653","281"
"1564","SCH772984","ERK1, ERK2",".82732443917446363","281"
"1372","Trametinib","MEK1, MEK2",".83829808966894448","281"
"1718","JAK1_8709","JAK1",".83855064634229248","281"
"2106","Uprosertib","AKT1, AKT2, AKT3",".85783216702093568","281"
"1026","Tanespimycin","HSP90",".87185335586892099","281"
"1060","PD0325901","MEK1, MEK2",".87865751844226814","281"
"2156","5-azacytidine","DNA methyltransferases",".88162661815815213","281"
"1924","Ipatasertib","AKT1, AKT, AKT3",".88181509460907725","281"
"1734","VSP34_8731","VSP34",".88745179977035649","281"
"2048","Vinorelbine","Microtubule destabiliser",".89120367623000107","281"
"1829","667880","",".89654075895254459","281"
"1268","XAV939","TNKS1, TNKS2",".90048644957872337","281"
"1067","CCT007093","PPM1D",".9019408127233618","281"
"1012","Vorinostat","HDAC inhibitor Class I, IIa, IIb, IV",".91581003376061532","281"
"1778","GSK2110183B","AKT1, AKT2, AKT3",".93768302940157311","281"
"2499","N-acetyl cysteine","Metabolism",".93844322857269047","281"
"1855","KRAS (G12C) Inhibitor-12","KRAS (G12C)",".94130566067547516","281"
"1826","50869","",".94394838661895208","281"
"2170","AT13148","AKT1",".94860855162121116","281"
"1799","Ibrutinib","BTK",".95810574225820744","281"
"1617","AZD5582","XIAP, cIAP",".96202568986255843","281"
"2177","SGC0946","DOT1L",".96793663206032388","281"
"1494","SN-38","TOP1",".97789860652608351","281"
"1815","Dacarbazine","CP11A",".98917608310675587","281"
"1624","I-BET-762","BRD2, BRD3, BRD4",".99409249403768785","281"
"1854","MN-64","TNKS1, TNKS2","1.0020274059460366","281"
"2047","Ulixertinib","ERK1, ERK2","1.007036669367686","281"
"2110","GSK591","PMRT5","1.0087656858670109","281"
"1833","741909","","1.0220758554417873","281"
"1088","Irinotecan","TOP1","1.0259091286534989","281"
"1930","Telomerase Inhibitor IX","Telomerase","1.0335783278926909","281"
"1713","ERK_2440","ERK1,ERK2","1.0340128001706517","281"
"2439","glutathione","anti-oxidant proteins","1.0364509355823026","281"
"1733","ULK1_4989","ULK1","1.0368181302728783","281"
"1237","EPZ004777","DOT1L","1.0391588250179433","281"
"1014","Refametinib","MEK1, MEK2","1.0438695571496219","281"
"1036","PLX-4720","BRAF","1.045475258051221","281"
"2096","VX-11e","ERK2","1.0721239873022748","281"
"1997","WEHI-539","BCL-XL","1.0779335944013169","281"
"1818","Vincristine","","1.0831051335821624","281"
"1613","VE-822","ATR","1.0910446272472949","281"
"1845","Schweinfurthin A","","1.0924476692936291","281"
"1916","AZD5363","AKT1, AKT2, AKT3, ROCK2","1.094750239825234","281"
"1581","Bromosporine","CECR2, BRD2, BRD4, BRD9","1.0967306142602298","281"
"1594","OSI-027","MTORC1, MTORC2","1.0969559266484545","281"
"1022","AZD7762","CHEK1, CHEK2","1.1095030084178159","281"
"1180","Dinaciclib","CDK1, CDK2, CDK5, CDK9","1.1360683615899769","281"
"1560","Alpelisib","PI3Kalpha","1.1361773173703043","281"
"1133","Serdemetan","MDM2","1.1549931542116456","281"
"1175","Rucaparib","PARP1, PARP2","1.1559803685341248","281"
"2046","MK-8776","CHEK1, CHEK2, CDK2","1.1637891356756866","281"
"1631","PRT062607","SYK","1.1743821380751469","281"
"1062","Selumetinib","MEK1, MEK2","1.1837862506064762","281"
"1820","123829","","1.1964014192855852","281"
"1629","ML323","USP1, UAF1","1.2027890038606885","281"
"1917","AZD6738","ATR","1.2161798413925555","281"
"1999","N25720-51-A1","","1.2208322900629363","281"
"1584","BDOCA000347a","BRPF1, BRPF2, BRPF3","1.2766333082160999","281"
"1928","I-BRD9","BRD9","1.2873549908689055","281"
"1915","AZD3759","EGFR","1.3148840342059258","281"
"1622","Wnt-C59","PORCN","1.3459005908538981","281"
"1168","Erlotinib","EGFR","1.3567338344882269","281"
"1909","Venetoclax","BCL2","1.3950080625870922","281"
"1817","Romidepsin","HDAC1, HDAC2, HDAC3, HDAC8","1.3971609347637584","281"
"1847","BEN","","1.4078520526429579","281"
"1052","RO-3306","CDK1","1.4515141073625111","281"
"1024","Lestaurtinib","FLT3, JAK2, NTRK1, NTRK2, NTRK3","1.4743269484462516","281"
"1919","Osimertinib","EGFR","1.4948907287299131","281"
"1910","ABT737","BCL2, BCL-XL,  BCL-W, BCL-B, BFL1","1.5176682968338802","281"
"1593","Entinostat","HDAC1, HDAC3","1.5879653771472508","281"
"1926","GNE-317","PI3Kalpha","2.0414780004276545","281"
"1048","Mirin","MRE11","2.9407916924111923","281"
